point	title	description	iconSize	iconOffset	icon
46.3041500,4.8334860	Mâcon	37 caméras</br>Coût :35 000</br>Source : <a href="http://www.lejsl.com/fr/accueil/article/2000806/Macon-Chalon-37-cameras-a-0.html">http://www.lejsl.com/fr/accueil/article/2000806/Macon-Chalon-37-cameras-a-0.html</> 	35,35	-18,-18	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.5458026,6.9386913	Mandelieu-La-Napoule 	80 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	41,41	-21,-21	http://www.leretourdelautruche.com/map/cctv/cctv1.png
50.6742421,3.0946883	Marcq-en-Baroeul 	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.4171477,5.2157103	Marignane	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.2976116,5.3810421	Marseille	200 de plus en projet</br>Source : <a href="http://www.video-surveillance-marseille.fr/actualite/cameras-video-surveillance-marseille.html">http://www.video-surveillance-marseille.fr/actualite/cameras-video-surveillance-marseille.html</> 	59,59	-30,-30	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7308689,2.2719742	Massy	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9569836,2.8821993	Meaux	58 caméras</br>Coût :?</br>Source : <a href="http://www.atome77.com/breves/238/les-arrestations-boostees-par-la-videosurveillance-a-meaux.htm">http://www.atome77.com/breves/238/les-arrestations-boostees-par-la-videosurveillance-a-meaux.htm</> 	38,38	-19,-19	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.5393409,2.6623141	Melun	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.2355862,2.1339363	Meru	32 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	34,34	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.1106890,6.1837180	Metz 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.9648874,3.5226249	Migennes 	8 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7874954,4.3095806	Milhaud	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.4033780,2.4675136	Milly-la-Forêt	10 caméras</br>Source : <a href="http://www.milly-la-foret.fr/Video-surveillance">http://www.milly-la-foret.fr/Video-surveillance</> 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.6694205,4.9506534	Mions 	21 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	33,33	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.5398351,7.4933501	Molsheim	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.9980687,2.7313863	Montargis 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.0164826,1.3529020	Montauban 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.5091475,6.8022280	Montbéliard 	Source : <a href="http://www.blog-video-surveillance.fr/actualites/video-surveillance-lorraine-franche-comte.html#more-2160">http://www.blog-video-surveillance.fr/actualites/video-surveillance-lorraine-franche-comte.html#more-2160</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.6074454,4.0631853	Montbrison	6 caméras</br>Source : <a href="http://www.lessor.fr/actualite.htm?id=684">http://www.lessor.fr/actualite.htm?id=684</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.5573009,4.7493537	Montélimar 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0166667,2.8333333	Monthyon 	21 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	33,33	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9887649,2.3187058	Montmorency (agglo)	97 sur les huit communes de l'agglo (projet 2007)</br>Coût :5 millions pour l'installation et 550 000/an en fonctionnement</br>Source : <a href="http://www.agglo-cavam.fr/content/heading950990/content4572130.html">http://www.agglo-cavam.fr/content/heading950990/content4572130.html</> 	44,44	-22,-22	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6065000,3.8795100	Montpellier	114 caméras, cf la Google Map :http://www.montpellier-journal.fr/2009/01/la-carte-des-cameras-de-videosurveillance.html  </br>Source : <a href="http://www.montpellier-journal.fr/2009/01/la-carte-des-cameras-de-videosurveillance.html">http://www.montpellier-journal.fr/2009/01/la-carte-des-cameras-de-videosurveillance.html</> 	47,47	-24,-24	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.5211000,6.0226500	Morez	10 caméras</br>Source : <a href="http://juralibertaire.over-blog.com/article-28735631.html">http://juralibertaire.over-blog.com/article-28735631.html</> 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.5996561,6.9942897	Mougins 	13 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0634232,2.6035163	Moussy-Le-Neuf 	10 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.7417708,7.3413447	Mulhouse 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.6932150,6.1835473	Nancy	Nombre inconnu (mais il devient très difficile de se promener sans passer sur leur chemin). Type: SpeedDome</br>Source : <a href="http://www.blog-video-surveillance.fr/actualites/video-surveillance-lorraine-franche-comte.html#more-2160">http://www.blog-video-surveillance.fr/actualites/video-surveillance-lorraine-franche-comte.html#more-2160</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.2168424,-1.5567445	Nantes -St Herblain 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8844059,2.2691493	Neuilly sur Seine	Source : <a href="http://www.maisonslaffitte.fr/filemanager/download/1735/conseil%20municipal%20du%209février%202009-1.pdf">http://www.maisonslaffitte.fr/filemanager/download/1735/conseil%20municipal%20du%209février%202009-1.pdf</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.8978758,4.8413369	Neuville-sur-Saône/Genay	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6949715,7.2648874	Nice 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.8340544,4.3627110	Nimes 	72</br>Coût : +/- 2 000 000 €</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection + Syndicale : nimes.unsa.mairie@wanadoo.fr 	40,40	-20,-20	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.1366433,4.8050066	Orange 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.9198301,1.9028233	Orléans 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7619909,2.6731390	Ozoir-la-Ferrière	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.4416839,0.7456148	Parcay-Meslay 	31 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	34,34	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
42.7034551,2.8989327	Perpignan	71 caméras</br>Coût :?</br>Source : <a href="http://www.mairie-perpignan.fr/pdf/perpi_mag/perpi_mag_n65_4.pdf">http://www.mairie-perpignan.fr/pdf/perpi_mag/perpi_mag_n65_4.pdf</> 	40,40	-20,-20	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8160340,-3.4439661	Perros-Guirec	Source : <a href="http://www.luceor.com/IMG/pdf/LETTRE_NUMERO_2.pdf">http://www.luceor.com/IMG/pdf/LETTRE_NUMERO_2.pdf</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6946782,5.5028392	Pertuis	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.9332013,-2.3988536	Ploërmel 	12 caméras, une vingtaine en projet</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection <a href="http://www.letelegramme.com/ig/generales/regions/bretagne/bretagne-les-cameras-de-videosurveillance-gagnent-du-terrain-18-09-2009-556203.php">http://www.letelegramme.com/ig/generales/regions/bretagne/bretagne-les-cameras-de-videosurveillance-gagnent-du-terrain-18-09-2009-556203.php</> 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.7598400,1.7382810	Pointe-à-Pitre	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9040667,6.0504489	Pont-à-Mousson 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.2608553,4.6456567	Pont-St-Esprit 	27 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	34,34	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.2062789,2.3699796	Precy-Sur-Oise 	13 caméras </br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8916000,2.2318800	Puteaux	117 caméras</br>Coût :6.000.000 € d'installation + 300.00 € annuel</br>Source : <a href="http://www.monputeaux.com/2009/04/videosurveillance-puteaux-des-millions-depenses-mais-aucun-bilan.html">http://www.monputeaux.com/2009/04/videosurveillance-puteaux-des-millions-depenses-mais-aucun-bilan.html</> 	47,47	-24,-24	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.2540685,4.0332906	Reims	36 caméras</br>Source : <a href="http://www.lunion.presse.fr/index.php/cms/13/article/94837/La_videosurveillance_entre_en_action">http://www.lunion.presse.fr/index.php/cms/13/article/94837/La_videosurveillance_entre_en_action</> <a href="http://www.lunion.presse.fr/index.php/cms/13/article/280299/Videosurveillance___Chalons_compte_bien_s_y_mettre">http://www.lunion.presse.fr/index.php/cms/13/article/280299/Videosurveillance___Chalons_compte_bien_s_y_mettre</> 	35,35	-18,-18	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.0169376,6.5955626	Remiremont 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.1104975,-1.6830185	Rennes	en projet</br>Source : <a href="http://www.letelegramme.com/ig/generales/regions/bretagne/bretagne-les-cameras-de-videosurveillance-gagnent-du-terrain-18-09-2009-556203.php">http://www.letelegramme.com/ig/generales/regions/bretagne/bretagne-les-cameras-de-videosurveillance-gagnent-du-terrain-18-09-2009-556203.php</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.0356204,4.0765987	Roanne	53 caméras</br>Source : <a href="http://www.lessor.fr/actualite.htm?id=684">http://www.lessor.fr/actualite.htm?id=684</> 	37,37	-19,-19	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0040000,40545.0000000	Roissy	40 caméras sur l'agglomération + 60 en projet</br>Source : <a href="http://www.luceor.com/IMG/pdf/LETTRE_NUMERO_2.pdf">http://www.luceor.com/IMG/pdf/LETTRE_NUMERO_2.pdf</> 	35,35	-18,-18	http://www.leretourdelautruche.com/map/cctv/cctv1.png
